10001;New York;NY
10002;New York;NY
10003;New York;NY
10004;New York;NY
10005;New York;NY
10006;New York;NY
10007;New York;NY
10008;New York;NY
10009;New York;NY
10010;New York;NY
10011;New York;NY
10012;New York;NY
10013;New York;NY
10014;New York;NY
10015;New York;NY
10016;New York;NY
10017;New York;NY
10018;New York;NY
10019;New York;NY
10020;New York;NY
10021;New York;NY
10022;New York;NY
10023;New York;NY
10024;New York;NY
10025;New York;NY
10026;New York;NY
10027;New York;NY
10028;New York;NY
10029;New York;NY
10030;New York;NY
10031;New York;NY
10032;New York;NY
10033;New York;NY
10034;New York;NY
10035;New York;NY
10036;New York;NY
10037;New York;NY
10038;New York;NY
10039;New York;NY
10040;New York;NY
10041;New York;NY
10042;New York;NY
10043;New York;NY
10044;New York;NY
10045;New York;NY
10046;New York;NY
10047;New York;NY
10048;New York;NY
10049;New York;NY
10050;New York;NY
10051;New York;NY
10052;New York;NY
10053;New York;NY
10054;New York;NY
10055;New York;NY
10056;New York;NY
10057;New York;NY
10058;New York;NY
10059;New York;NY
10060;New York;NY
10061;New York;NY
10062;New York;NY
10063;New York;NY
10064;New York;NY
10065;New York;NY
10066;New York;NY
10067;New York;NY
10068;New York;NY
10069;New York;NY
10070;New York;NY
10071;New York;NY
10072;New York;NY
10073;New York;NY
10074;New York;NY
10075;New York;NY
10076;New York;NY
10077;New York;NY
10078;New York;NY
10079;New York;NY
10080;New York;NY
10081;New York;NY
10082;New York;NY
10083;New York;NY
10084;New York;NY
10085;New York;NY
10086;New York;NY
10087;New York;NY
10088;New York;NY
10089;New York;NY
10090;New York;NY
10091;New York;NY
10092;New York;NY
10093;New York;NY
10094;New York;NY
10095;New York;NY
10096;New York;NY
10097;New York;NY
10098;New York;NY
10099;New York;NY
10100;New York;NY
10101;New York;NY
10102;New York;NY
10103;New York;NY
10104;New York;NY
10105;New York;NY
10106;New York;NY
10107;New York;NY
10108;New York;NY
10109;New York;NY
10110;New York;NY
10111;New York;NY
10112;New York;NY
10113;New York;NY
10114;New York;NY
10115;New York;NY
10116;New York;NY
10117;New York;NY
10118;New York;NY
10119;New York;NY
10120;New York;NY
10121;New York;NY
10122;New York;NY
10123;New York;NY
10124;New York;NY
10125;New York;NY
10126;New York;NY
10127;New York;NY
10128;New York;NY
10129;New York;NY
10130;New York;NY
10131;New York;NY
10132;New York;NY
10133;New York;NY
10134;New York;NY
10135;New York;NY
10136;New York;NY
10137;New York;NY
10138;New York;NY
10139;New York;NY
10140;New York;NY
10141;New York;NY
10142;New York;NY
10143;New York;NY
10144;New York;NY
10145;New York;NY
10146;New York;NY
10147;New York;NY
10148;New York;NY
10149;New York;NY
10150;New York;NY
10151;New York;NY
10152;New York;NY
10153;New York;NY
10154;New York;NY
10155;New York;NY
10156;New York;NY
10157;New York;NY
10158;New York;NY
10159;New York;NY
10160;New York;NY
10161;New York;NY
10162;New York;NY
10163;New York;NY
10164;New York;NY
10165;New York;NY
10166;New York;NY
10167;New York;NY
10168;New York;NY
10169;New York;NY
10170;New York;NY
10171;New York;NY
10172;New York;NY
10173;New York;NY
10174;New York;NY
10175;New York;NY
10176;New York;NY
10177;New York;NY
10178;New York;NY
10179;New York;NY
10180;New York;NY
10181;New York;NY
10182;New York;NY
10183;New York;NY
10184;New York;NY
10185;New York;NY
10186;New York;NY
10187;New York;NY
10188;New York;NY
10189;New York;NY
10190;New York;NY
10191;New York;NY
10192;New York;NY
10193;New York;NY
10194;New York;NY
10195;New York;NY
10196;New York;NY
10197;New York;NY
10198;New York;NY
10199;New York;NY
10200;New York;NY
10201;New York;NY
10202;New York;NY
10203;New York;NY
10204;New York;NY
10205;New York;NY
10206;New York;NY
10207;New York;NY
10208;New York;NY
10209;New York;NY
10210;New York;NY
10211;New York;NY
10212;New York;NY
10213;New York;NY
10214;New York;NY
10215;New York;NY
10216;New York;NY
10217;New York;NY
10218;New York;NY
10219;New York;NY
10220;New York;NY
10221;New York;NY
10222;New York;NY
10223;New York;NY
10224;New York;NY
10225;New York;NY
10226;New York;NY
10227;New York;NY
10228;New York;NY
10229;New York;NY
10230;New York;NY
10231;New York;NY
10232;New York;NY
10233;New York;NY
10234;New York;NY
10235;New York;NY
10236;New York;NY
10237;New York;NY
10238;New York;NY
10239;New York;NY
10240;New York;NY
10241;New York;NY
10242;New York;NY
10243;New York;NY
10244;New York;NY
10245;New York;NY
10246;New York;NY
10247;New York;NY
10248;New York;NY
10249;New York;NY
10250;New York;NY
10251;New York;NY
10252;New York;NY
10253;New York;NY
10254;New York;NY
10255;New York;NY
10256;New York;NY
10257;New York;NY
10258;New York;NY
10259;New York;NY
10260;New York;NY
10261;New York;NY
10262;New York;NY
